PitchNo,Date,Time,Umpire,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,PLH,PLS,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,SpinEff,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
45,4/16/22,25:52.6,"Chukerman, Michael",3,4,"Gallagher, Ryan",1000114800,Right,SAN_GAU,"Kleszcz, Brock",1000101916,Right,CSD_TRI,Undefined,2,Top,2,1,2,Slider,Curveball,InPlay,Undefined,GroundBall,Single,0,0,,78.79296,-0.613219,-1.991919,2386.596461,17.701337,6:30,6.30792,1.49966,6.13977,-50.28408,-5.53677,-2.22055,1.55049,-0.52701,18.60588,-6.32412,72.54215,-9.847659,-2.393228,0.481454,,90.31654,17.048092,-8.927435,6229.407878,108.60658,23.11682,-17.45149,242.57039,,-10.282029,2.506981,0.56689,-2.30642,-1.34659,50,6.23515,4.06018,-114.48303,-2.77132,0.74786,22.31379,-35.21676,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,69cb3440-bdc3-11ec-890b-cb1ab834da13,78.28875,23.84426,,6.25081,,,,2.09176,1.67692,0.4974,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,25:52.6,2022-04-16T13:25:52.5971326-07:00,2022-04-16T20:25:52.5971326Z,LineDrive,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,2e539ff3-9316-4dd7-9e6a-04390da5a5a3,54.36263,-115.33021,11.1569,6.31499,-1.43425,-17.60838,-1.50021,4.03178,0.37393,154.781189,2.09176,125.10908,-18.82521,4.00826,-0.84182,0.17268,-0.03212,0.00429,-0.00029,1.67696,38.83319,-18.66188,1.74427,-0.29463,-0.01048,0.03268,-0.0104,0.00116,0.49741,-19.6535,1.42975,-0.35853,0.106,-0.04475,0.01753,-0.00424,0.00043,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
46,4/16/22,26:28.2,"Chukerman, Michael",4,1,"Gallagher, Ryan",1000114800,Right,SAN_GAU,"Sudyka, Noah",1000101915,Right,CSD_TRI,Undefined,2,Top,2,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.40429,-0.984617,-1.924067,2346.683864,32.796923,7:00,6.26517,1.17734,6.255,-47.7157,-1.08823,-1.75496,1.38029,-0.74389,16.56348,-8.92668,70.58206,-9.809106,-2.241878,0.491465,,,,,,,,,,,,,0.28693,0.24866,-1.03365,50,6.16916,3.83553,-112.33758,-3.33386,0.36084,23.35492,-31.86131,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,7f074ce0-bdc3-11ec-890b-cb1ab834da13,76.69408,,,6.82223,,,,,,,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,26:28.2,2022-04-16T13:26:28.1976190-07:00,2022-04-16T20:26:28.1976190Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,ed5eb165-d442-4c2f-83ff-3fe3381b3445,54.24443,-113.21656,11.67746,6.27207,-2.13474,-15.93066,-1.17774,3.82195,0.18042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
47,4/16/22,26:45.2,"Chukerman, Michael",4,2,"Gallagher, Ryan",1000114800,Right,SAN_GAU,"Sudyka, Noah",1000101915,Right,CSD_TRI,Undefined,2,Top,2,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.85204,-3.776062,-2.842555,2352.253215,207.229934,1:00,6.3986,1.25482,6.37135,-11.00508,24.57875,11.9365,1.99769,-0.36816,23.97228,-4.41792,79.69739,-5.990571,-0.684631,0.429336,,,,,,,,,,,,,-7.10678,14.39981,-1.05431,50,6.11957,5.888,-128.51152,-8.66435,-11.65141,31.51249,-8.5659,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,891e27d0-bdc3-11ec-890b-cb1ab834da13,87.7923,,,9.15465,,,,,,,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,26:45.2,2022-04-16T13:26:45.1972990-07:00,2022-04-16T20:26:45.1972990Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,d59fa13a-3ea2-444e-937d-b89caaa08880,54.12462,-129.51898,15.75624,6.39219,-8.3905,-4.28295,-1.2485,6.2605,-5.82571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
48,4/16/22,27:03.8,"Chukerman, Michael",4,3,"Gallagher, Ryan",1000114800,Right,SAN_GAU,"Sudyka, Noah",1000101915,Right,CSD_TRI,Undefined,2,Top,2,0,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.60531,-0.862512,-2.72635,2466.395767,30.699803,7:00,6.25753,1.30498,6.06969,-48.53617,-3.39764,-2.87051,1.41371,-1.4591,16.96452,-17.5092,72.36707,-9.765251,-3.243753,0.483554,,,,,,,,,,,,,0.68126,-1.07039,-1.09213,50,6.16494,5.5373,-114.11166,-3.22268,0.89333,22.08414,-33.57761,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,9439c890-bdc3-11ec-890b-cb1ab834da13,77.94875,,,6.23825,,,,,,,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,27:03.7,2022-04-16T13:27:03.7536126-07:00,2022-04-16T20:27:03.7536126Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,5f2dec92-342d-4afe-ad03-4ad43837ded1,54.43172,-114.96613,11.04207,6.2645,-1.9235,-16.7888,-1.30571,5.50274,0.44666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
49,4/16/22,27:45.8,"Chukerman, Michael",4,4,"Gallagher, Ryan",1000114800,Right,SAN_GAU,"Sudyka, Noah",1000101915,Right,CSD_TRI,Undefined,2,Top,2,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.74154,-0.283799,-1.954672,2522.463731,21.803714,6:45,6.29807,1.33568,5.6946,-57.7394,-9.29343,-4.38701,1.22182,-0.85226,14.66184,-10.22712,70.15504,-10.798984,-2.74143,0.500957,,,,,,,,,,,,,1.60173,-4.1704,-1.16861,50,6.2382,3.96258,-111.33449,-2.42684,1.97814,22.98214,-37.32454,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,ad411a00-bdc3-11ec-890b-cb1ab834da13,75.24092,,,6.58649,,,,,,,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,27:45.8,2022-04-16T13:27:45.7607550-07:00,2022-04-16T20:27:45.7607550Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,bd5e48ab-0bd2-476b-a9a8-c8e4f286e81e,54.8072,-112.32242,11.49107,6.30803,-0.82236,-18.66227,-1.33713,3.87755,0.98907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
50,4/16/22,28:06.5,"Chukerman, Michael",4,5,"Gallagher, Ryan",1000114800,Right,SAN_GAU,"Sudyka, Noah",1000101915,Right,CSD_TRI,Undefined,2,Top,2,2,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,88.93276,-3.081012,-2.974004,2306.116206,209.128015,1:00,6.40105,1.20188,6.35727,-10.65772,24.78179,13.05564,2.67064,-0.44983,32.04768,-5.39796,79.83293,-5.233788,-0.61478,0.428465,,89.64267,44.305642,4.250481,5152.095797,108.59863,98.49523,17.50205,304.74345,,16.475757,5.675624,-7.80339,14.32977,-0.99212,50,6.1722,6.16781,-128.76242,-7.11768,-12.85183,31.47627,-8.57348,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,b98c3a10-bdc3-11ec-890b-cb1ab834da13,87.97092,118.43338,,9.09983,,,,2.04118,2.72376,0.44323,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,28:06.5,2022-04-16T13:28:06.5211262-07:00,2022-04-16T20:28:06.5211262Z,FlyBall,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,ae96c336-53c6-482f-83f3-65730cb6bb1c,54.14124,-129.7708,15.73813,6.39583,-6.84302,-4.28674,-1.19631,6.57953,-6.42592,196.105134,2.04534,93.73436,-23.71137,6.63931,-1.18297,0.09255,0.00859,-0.00227,0.00012,2.71472,91.99481,-21.39554,1.71371,-0.34808,0.08223,-0.01098,0.00051,0,0.44173,7.00325,3.54485,-0.64218,0.00164,0.03794,-0.01027,0.00117,-5.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
51,4/16/22,30:01.1,"Chukerman, Michael",1,1,"Tonnerre, Zach",1000123091,Right,CSD_TRI,"Vogt, Nick",1000039353,Right,SAN_GAU,Undefined,2,Bottom,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.11029,-2.153569,-2.584924,1927.326,223.656733,1:30,7.04045,2.66636,5.47955,-19.04048,19.70285,17.21773,3.43565,1.68081,41.2278,20.16972,77.06366,-5.812974,0.479232,0.447992,,,,,,,,,,,,,-9.48107,11.12363,-2.45078,50,6.83886,4.8784,-125.76911,-5.28097,-14.6866,33.31778,-14.94302,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,fde83a10-bdc3-11ec-890b-cb1ab834da13,84.1365,,,10.04663,,,,,,,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,30:01.1,2022-04-16T13:30:01.1371390-07:00,2022-04-16T20:30:01.1371390Z,,v3,,,,"Filia, Marc",1000050036,Right,CSD_TRI,bf718782-36ff-483e-938f-8f73ce0ad9a0,55.01215,-127.08996,16.65889,7.03648,-4.68857,-7.47151,-2.65572,5.46063,-7.3433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
52,4/16/22,30:13.9,"Chukerman, Michael",1,2,"Tonnerre, Zach",1000123091,Right,CSD_TRI,"Vogt, Nick",1000039353,Right,SAN_GAU,Undefined,2,Bottom,0,1,0,Fastball,Changeup,InPlay,Undefined,GroundBall,Single,0,0,,86.9719,-4.125214,-3.654905,1904.195819,221.913155,1:30,7.07262,2.46583,5.64555,-20.30883,18.25438,14.95709,1.51768,0.29831,18.21216,3.57972,77.64871,-7.980063,-0.987738,0.446949,,99.93169,-30.511168,-33.285955,,,,,5.05032,,-21.309247,0.022774,-8.94512,11.19701,-2.16523,50,6.70889,7.37479,-125.41779,-9.67137,-13.85406,31.89351,-14.83227,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,05898120-bdc4-11ec-890b-cb1ab834da13,84.33277,1.69667,,9.32319,,,,2.29829,1.69667,-0.2552,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,30:13.9,2022-04-16T13:30:13.9355006-07:00,2022-04-16T20:30:13.9355006Z,GroundBall,v3,,,,"Filia, Marc",1000050036,Right,CSD_TRI,de8b45f9-0b61-4b9f-88ad-c31e1a010ffb,54.85209,-126.64566,15.94676,7.07024,-9.10034,-7.41614,-2.45941,7.90816,-6.92703,,2.29783,105.68072,,,,,,,,1.697,-74.50093,,,,,,,,-0.2549,-69.38218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
53,4/16/22,31:08.1,"Chukerman, Michael",2,1,"Tonnerre, Zach",1000123091,Right,CSD_TRI,"Mortensen, Broc",1000117320,Left,SAN_GAU,Undefined,2,Bottom,0,0,0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.7852,-1.123313,-3.361858,1752.116112,220.424025,1:15,7.11149,2.44342,5.4498,-22.87714,16.25477,12.65524,4.15144,0.34697,49.81728,4.16364,77.52172,-5.417944,-1.113911,0.450233,,,,,,,,,,,,,-7.32741,8.91308,-2.15494,50,6.9968,6.72821,-124.14303,-3.17175,-11.31661,27.25352,-18.40849,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,25d309b0-bdc4-11ec-890b-cb1ab834da13,83.71771,,,8.26348,,,,,,,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,31:08.1,2022-04-16T13:31:08.1154430-07:00,2022-04-16T20:31:08.1154430Z,,v3,,,,"Filia, Marc",1000050036,Right,CSD_TRI,65d05a68-d51c-404d-b443-4b63a0600a08,55.04602,-125.2459,13.62676,7.11008,-2.42681,-9.20424,-2.43647,7.18616,-5.6583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
54,4/16/22,31:28.9,"Chukerman, Michael",2,2,"Tonnerre, Zach",1000123091,Right,CSD_TRI,"Mortensen, Broc",1000117320,Left,SAN_GAU,Undefined,2,Bottom,0,0,1,Fastball,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,86.12798,-3.004833,-3.429743,1806.744826,221.980545,1:30,7.02724,2.75377,5.67747,-23.158,15.98009,12.95087,2.28856,0.63181,27.46272,7.58172,76.9519,-7.378164,-1.118139,0.450268,,100.79708,5.175159,16.952464,2471.827219,,,,95.12265,,18.251372,0.69896,-7.7802,9.62079,-2.47256,50,6.75916,6.89912,-124.3697,-7.25277,-11.86544,31.05676,-17.50161,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,323ed120-bdc4-11ec-890b-cb1ab834da13,83.71107,4.06065,,9.17608,,,,1.09767,2.29611,-0.69499,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,31:28.9,2022-04-16T13:31:28.8943998-07:00,2022-04-16T20:31:28.8943998Z,GroundBall,v3,,,,"Filia, Marc",1000050036,Right,CSD_TRI,814ae443-4fbb-416e-af2e-161cded0b320,54.81857,-125.56719,15.52838,7.0258,-6.57794,-8.7508,-2.7474,7.35663,-5.93272,315.367263,1.13238,140.16446,-18.00623,,,,,,,2.34344,12.41736,-22.65203,,,,,,,-0.71043,43.23199,0.61031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
55,4/16/22,32:16.9,"Chukerman, Michael",3,1,"Tonnerre, Zach",1000123091,Right,CSD_TRI,"Newman Jr., John",1000093232,Right,SAN_GAU,Undefined,2,Bottom,1,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,1,,86.30782,-0.541066,-1.487809,1807.012742,218.652784,1:15,7.18234,2.52387,5.41392,-19.30903,19.98714,14.70473,5.06617,2.3551,60.79404,28.2612,76.60476,-4.248649,1.127137,0.451176,,,,,,,,,,,,,-7.76225,10.60477,-2.40146,50,7.12133,2.55528,-124.79805,-1.73464,-11.89804,31.68348,-15.91891,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,4ed75fa0-bdc4-11ec-890b-cb1ab834da13,83.54257,,,9.70306,,,,,,,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,32:16.9,2022-04-16T13:32:16.9492350-07:00,2022-04-16T20:32:16.9492350Z,,v3,,,,"Filia, Marc",1000050036,Right,CSD_TRI,37f067fe-3c24-4591-aff4-aa8be2440b49,55.07707,-126.08042,15.84174,7.1785,-1.09033,-7.95945,-2.51463,3.03684,-5.94902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
56,4/16/22,32:50.5,"Chukerman, Michael",3,2,"Tonnerre, Zach",1000123091,Right,CSD_TRI,"Newman Jr., John",1000093232,Right,SAN_GAU,Undefined,2,Bottom,1,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.36715,-4.372495,-4.505103,1927.369456,217.639343,1:15,7.04197,2.62693,5.76039,-15.54619,21.66304,15.52737,1.65598,-0.28114,19.87176,-3.37368,78.88182,-7.385516,-1.736602,0.439033,,,,,,,,,,,,,-9.41772,12.94985,-2.26222,50,6.66872,9.34354,-127.27765,-10.16104,-15.07232,32.05415,-11.44886,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,62d9e6d0-bdc4-11ec-890b-cb1ab834da13,85.85339,,,9.48533,,,,,,,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,32:50.5,2022-04-16T13:32:50.4886654-07:00,2022-04-16T20:32:50.4886654Z,,v3,,,,"Filia, Marc",1000050036,Right,CSD_TRI,54ccbe8c-e5f1-4fa0-8c72-e126c49f4b18,54.73526,-128.46466,16.02707,7.03715,-9.73707,-5.72443,-2.61856,9.90169,-7.53616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
57,4/16/22,33:08.0,"Chukerman, Michael",3,3,"Tonnerre, Zach",1000123091,Right,CSD_TRI,"Newman Jr., John",1000093232,Right,SAN_GAU,Undefined,2,Bottom,1,1,1,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,87.87645,-3.181812,-2.94423,1830.65149,216.381987,1:15,7.1183,2.44479,5.50916,-16.72339,21.25001,14.47863,2.74211,0.89552,32.90532,10.74624,78.03267,-6.412227,-0.367682,0.443518,,55.08639,57.034108,124.154604,4869.012903,,,,,,,,-8.36748,12.31552,-2.19774,50,6.8296,5.87486,-126.83508,-7.52503,-13.21598,33.28922,-12.72231,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,6d5b1c50-bdc4-11ec-890b-cb1ab834da13,84.98513,42.85003,,9.84378,,,,1.29888,2.79631,-0.88566,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,33:08.0,2022-04-16T13:33:07.9960958-07:00,2022-04-16T20:33:07.9960958Z,,v3,,,,"Filia, Marc",1000050036,Right,CSD_TRI,c41108a7-1a6d-4a95-a9f5-5c7ab24fa338,54.98626,-128.13709,16.64461,7.11419,-7.02743,-6.36116,-2.43763,6.39177,-6.60799,325.04294,1.29888,-24.68194,-2.55621,1.67233,-0.532,0.14168,-0.0417,0.01279,-0.00242,2.79631,67.78509,-25.42682,2.82359,-0.49906,0.09543,-0.04845,0.02573,-0.00648,-0.88566,36.38035,-7.66806,2.55949,-0.63923,0.16258,-0.06181,0.02538,-0.0058,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
58,4/16/22,33:28.4,"Chukerman, Michael",3,4,"Tonnerre, Zach",1000123091,Right,CSD_TRI,"Newman Jr., John",1000093232,Right,SAN_GAU,Undefined,2,Bottom,1,1,2,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,80.64032,-1.582835,-3.639914,2017.523009,111.449062,9:45,6.90793,2.78522,5.58529,-40.5853,3.96559,-5.84571,2.04432,-1.10566,24.53184,-13.26792,72.89635,-9.026159,-4.680906,0.480396,,93.64484,7.015774,5.173484,1182.447413,,,,121.24181,,8.766459,0.98638,1.72043,3.00378,-2.4681,50,6.74538,7.64785,-116.59894,-4.56699,2.31473,26.56156,-28.1327,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,797b82e0-bdc4-11ec-890b-cb1ab834da13,78.46116,5.58505,,7.74397,,,,2.0234,2.13105,1.05946,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,33:28.4,2022-04-16T13:33:28.3847550-07:00,2022-04-16T20:33:28.3847550Z,LineDrive,v3,,,,"Filia, Marc",1000050036,Right,CSD_TRI,0a89ac16-0a24-4383-9ca6-5d0936d4f0ba,54.91304,-117.71283,13.28078,6.91216,-3.38722,-14.06635,-2.78678,7.55078,1.15737,288.179564,2.11648,134.47016,-15.43125,,,,,,,2.2127,15.64262,-18.20893,,,,,,,0.99387,13.21207,4.63542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
59,4/16/22,34:02.5,"Chukerman, Michael",4,1,"Tonnerre, Zach",1000123091,Right,CSD_TRI,"Oakley, Nick",1000093230,Left,SAN_GAU,Undefined,2,Bottom,2,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.72332,-2.854218,-2.226978,1873.388864,220.116101,1:15,6.98974,2.85149,5.54031,-16.27981,21.60509,16.89619,2.9612,2.17703,35.5344,26.12436,78.12335,-6.002716,0.784105,0.443001,,,,,,,,,,,,,-9.19245,12.28883,-2.6693,50,6.73154,4.15304,-126.74191,-6.75747,-14.55542,32.31148,-12.71578,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,8dd37d10-bdc4-11ec-890b-cb1ab834da13,85.08434,,,9.59997,,,,,,,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,34:02.5,2022-04-16T13:34:02.5000830-07:00,2022-04-16T20:34:02.5000830Z,,v3,,,,"Filia, Marc",1000050036,Right,CSD_TRI,1de8adf0-aa33-4282-bea4-b456b0285fbe,54.95325,-127.99846,16.15574,6.98471,-6.26297,-6.35789,-2.84181,4.71908,-7.27771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
60,4/16/22,34:15.6,"Chukerman, Michael",4,2,"Tonnerre, Zach",1000123091,Right,CSD_TRI,"Oakley, Nick",1000093230,Left,SAN_GAU,Undefined,2,Bottom,2,1,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.50299,-4.126533,-3.296624,1983.984135,223.895046,1:30,6.98498,2.68608,5.64569,-18.41135,18.56493,16.46465,1.5884,0.97964,19.0608,11.75568,79.45462,-7.624999,-0.35906,0.437656,,,,,,,,,,,,,-9.41024,11.19993,-2.41656,50,6.62228,6.62673,-127.73616,-9.77695,-15.23372,31.26762,-14.04309,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,95974040-bdc4-11ec-890b-cb1ab834da13,86.12344,,,9.04837,,,,,,,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,34:15.6,2022-04-16T13:34:15.5812734-07:00,2022-04-16T20:34:15.5812734Z,,v3,,,,"Filia, Marc",1000050036,Right,CSD_TRI,4e67d458-74de-47c1-bb7c-523dc4d387d4,54.85095,-128.91812,15.63381,6.98183,-9.24611,-7.02155,-2.67794,7.20259,-7.61686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
61,4/16/22,34:33.6,"Chukerman, Michael",4,3,"Tonnerre, Zach",1000123091,Right,CSD_TRI,"Oakley, Nick",1000093230,Left,SAN_GAU,Undefined,2,Bottom,2,1,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.09923,-0.34695,-2.597028,1962.085206,70.397461,8:15,6.93983,2.79003,5.67723,-49.48251,-1.2698,-8.3943,2.49251,-0.33223,29.91012,-3.98676,70.09806,-9.40734,-4.097781,0.499749,,,,,,,,,,,,,3.39114,0.00969,-2.56565,50,6.87989,5.38662,-111.70998,-2.26885,4.20867,23.47476,-32.16204,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220416-CaesarUyesaka-1,a0720770-bdc4-11ec-890b-cb1ab834da13,75.42268,,,7.00118,,,,,,,1d4d1993-b51e-48b6-b05b-fdba07a0211d,4/16/22,34:33.6,2022-04-16T13:34:33.6191358-07:00,2022-04-16T20:34:33.6191358Z,,v3,,,,"Filia, Marc",1000050036,Right,CSD_TRI,e82b4d2a-a6c5-4875-b6f7-5e7ed0def815,54.82139,-112.7186,11.73738,6.94768,-0.88698,-16.08102,-2.7932,5.20579,2.10433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
