PitchNo,Date,Time,Umpire,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,PLH,PLS,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,SpinEff,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,4/14/22,34:02.8,"Armendariz, Ramon",1,1,"Lewis, Cory",1000075050,Right,SAN_GAU,"Smith, Jalen",1000057666,Right,CSD_TRI,Undefined,1,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.49477,0.509122,-1.011188,2131.273721,20.669271,6:45,6.86462,0.3387,5.17173,-44.63841,0.5787,-0.29248,3.62396,-0.63737,43.48752,-7.64844,73.28968,-7.591252,-1.063035,0.483975,,,,,,,,,,,,,-0.12295,0.57453,-0.24429,50,6.87789,2.04939,-115.43172,-0.55925,-0.16659,20.62704,-31.39554,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220414-CaesarUyesaka-1,c02e9af0-bc53-11ec-80d8-413450cf975c,77.88097,,,6.20509,,,,,,,085aa85a-4d65-4f8b-b899-09b7715cc6fa,4/15/22,34:02.8,2022-04-14T17:34:02.7902242-07:00,2022-04-15T00:34:02.7902242Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,2adb7f88-f630-45a7-a54c-58d9bfb30db7,55.32904,-116.38009,10.31352,6.87042,0.88423,-15.69777,-0.33869,2.05705,-0.0833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,4/14/22,34:15.2,"Armendariz, Ramon",1,2,"Lewis, Cory",1000075050,Right,SAN_GAU,"Smith, Jalen",1000057666,Right,CSD_TRI,Undefined,1,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,88.58799,-4.045132,-0.958076,2259.932853,205.931381,12:45,6.90865,0.24205,5.9975,-12.99831,22.78234,10.47839,2.07022,0.22736,24.84264,2.72832,80.64444,-6.563529,0.926241,0.430522,,54.37026,55.724688,37.349072,5470.785703,,,,136.67383,,46.464085,3.860989,-5.72378,13.33131,-0.1726,50,6.58271,1.72362,-128.36519,-9.39933,-9.4873,28.20878,-10.07715,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220414-CaesarUyesaka-1,c79c9d00-bc53-11ec-80d8-413450cf975c,87.55051,59.96787,,7.94354,,,,3.31877,2.38607,-0.16967,085aa85a-4d65-4f8b-b899-09b7715cc6fa,4/15/22,34:15.2,2022-04-14T17:34:15.1904546-07:00,2022-04-15T00:34:15.1904546Z,Popup,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,8c33b104-05e5-44f1-ac60-20329d2d2a4d,54.5032,-129.351,14.10439,6.90504,-9.04716,-5.03858,-0.23863,2.05517,-4.74365,212.16017,3.31768,35.71477,-8.65461,2.60689,-0.14538,-0.3273,0.16605,-0.03323,0.00243,2.3821,66.01254,-22.02479,3.21456,-1.7058,0.78466,-0.21074,0.0289,-0.00161,-0.1694,27.24244,0.109,-0.31894,-0.02999,0.11659,-0.05639,0.01143,-0.00085,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
3,4/14/22,34:45.4,"Armendariz, Ramon",2,1,"Lewis, Cory",1000075050,Right,SAN_GAU,"Smith, Austin",1000110126,Left,CSD_TRI,Undefined,1,Top,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.57346,1.140732,-0.680965,1821.979061,356.961051,6:00,6.91912,0.314,5.44338,-62.69933,-16.12769,0.94102,2.76251,-0.24523,33.15012,-2.94276,71.66377,-10.231675,-0.512879,0.49117,,,,,,,,,,,,,-0.69024,-7.92933,-0.25446,50,6.97699,1.31748,-114.02378,0.04762,-0.89512,23.89829,-42.45676,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220414-CaesarUyesaka-1,d99daee0-bc53-11ec-80d8-413450cf975c,76.74005,,,6.90969,,,,,,,085aa85a-4d65-4f8b-b899-09b7715cc6fa,4/15/22,34:45.4,2022-04-14T17:34:45.4058274-07:00,2022-04-15T00:34:45.4058274Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,d252c761-5cfe-4362-93c0-2a2eef2a82e7,55.05956,-115.07933,11.94914,6.93347,1.92287,-21.22838,-0.31352,1.35702,-0.44756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,4/14/22,34:55.9,"Armendariz, Ramon",2,2,"Lewis, Cory",1000075050,Right,SAN_GAU,"Smith, Austin",1000110126,Left,CSD_TRI,Undefined,1,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.17459,-1.957744,-0.807344,2305.658346,194.904842,12:30,7.02447,0.42473,5.79856,-10.80119,24.84946,6.2767,4.30252,0.1968,51.63024,2.3616,80.53603,-4.104267,0.316878,0.429739,,,,,,,,,,,,,-3.41855,13.58233,-0.362,50,6.85698,1.54385,-129.28374,-4.62983,-5.72279,29.69762,-9.43675,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220414-CaesarUyesaka-1,dfd2e2d0-bc53-11ec-80d8-413450cf975c,87.70998,,,8.63856,,,,,,,085aa85a-4d65-4f8b-b899-09b7715cc6fa,4/15/22,34:55.8,2022-04-14T17:34:55.8531362-07:00,2022-04-15T00:34:55.8531362Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,944410a2-2278-4061-8809-5307a827ea52,54.6976,-130.35836,14.84881,7.01833,-4.28836,-4.71838,-0.42161,1.75093,-2.86139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,4/14/22,35:07.5,"Armendariz, Ramon",2,3,"Lewis, Cory",1000075050,Right,SAN_GAU,"Smith, Austin",1000110126,Left,CSD_TRI,Undefined,1,Top,1,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.55342,-1.87974,0.064409,1957.19424,230.267418,1:45,6.85158,0.52849,5.57822,-29.58895,14.37312,15.46796,2.62957,1.87764,31.55484,22.53168,73.37455,-7.370919,2.826681,0.477211,,,,,,,,,,,,,-7.77717,8.3,-0.54424,50,6.67077,-0.75326,-116.80857,-4.75496,-10.64534,23.90945,-20.81302,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220414-CaesarUyesaka-1,e6cd3b80-bc53-11ec-80d8-413450cf975c,78.98482,,,7.17887,,,,,,,085aa85a-4d65-4f8b-b899-09b7715cc6fa,4/15/22,35:07.5,2022-04-14T17:35:07.4959138-07:00,2022-04-15T00:35:07.4959138Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,90fb459e-ec04-40b7-a65d-11aebbd90aa7,54.91964,-117.81126,11.95472,6.85188,-3.88212,-10.40651,-0.52201,-0.30682,-5.32267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,4/14/22,35:20.0,"Armendariz, Ramon",2,4,"Lewis, Cory",1000075050,Right,SAN_GAU,"Smith, Austin",1000110126,Left,CSD_TRI,Undefined,1,Top,1,2,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.03209,-2.561937,-1.173287,2039.429283,215.340745,1:15,6.82341,0.44996,5.70107,-23.6545,18.5656,12.11843,2.4628,0.36636,29.5536,4.39632,74.60777,-7.004868,0.995105,0.467661,,,,,,,,,,,,,-6.47681,10.63579,-0.359,50,6.59379,1.94297,-118.88891,-6.01156,-9.1931,24.56073,-17.07775,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220414-CaesarUyesaka-1,ee4b4320-bc53-11ec-80d8-413450cf975c,80.59779,,,7.42432,,,,,,,085aa85a-4d65-4f8b-b899-09b7715cc6fa,4/15/22,35:20.0,2022-04-14T17:35:20.0443170-07:00,2022-04-15T00:35:20.0443170Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,ade16dd6-2f38-4e10-973e-a2e561bbcd5a,54.79607,-119.87562,12.28037,6.82152,-5.32548,-8.53887,-0.44448,2.31229,-4.59655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,4/14/22,35:35.4,"Armendariz, Ramon",2,5,"Lewis, Cory",1000075050,Right,SAN_GAU,"Smith, Austin",1000110126,Left,CSD_TRI,Undefined,1,Top,1,2,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,81.67486,2.366019,-0.357943,2928.500903,53.3035,7:45,6.76632,0.57443,5.93447,-47.99203,-5.48114,-9.40028,4.96338,-0.54101,59.56056,-6.49212,73.63214,-6.506606,-2.046851,0.469269,,,,,,,,,,,,,4.63433,-3.01524,-0.54089,50,6.92918,1.12016,-118.41653,3.2711,6.46471,26.31975,-36.38018,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220414-CaesarUyesaka-1,f7591280-bc53-11ec-80d8-413450cf975c,80.32168,,,8.04272,,,,,,,085aa85a-4d65-4f8b-b899-09b7715cc6fa,4/15/22,35:35.4,2022-04-14T17:35:35.3765666-07:00,2022-04-15T00:35:35.3765666Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,7774c517-555a-41a8-95ae-7b7fc116dbba,54.56373,-119.42658,13.15988,6.77686,4.66722,-18.19009,-0.57912,0.87207,3.23236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,4/14/22,35:48.3,"Armendariz, Ramon",2,6,"Lewis, Cory",1000075050,Right,SAN_GAU,"Smith, Austin",1000110126,Left,CSD_TRI,Undefined,1,Top,1,3,2,ChangeUp,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,82.70398,-1.317558,-0.523997,2029.422943,252.813815,2:30,6.82024,0.47847,5.67871,-34.54203,6.95445,17.94048,2.71322,1.48502,32.55864,17.82024,75.4219,-7.688926,2.688042,0.463636,,,,,,,,,,,,,-9.22241,4.37547,-0.4455,50,6.68776,0.36289,-120.00977,-3.90889,-13.32787,25.1913,-25.85078,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220414-CaesarUyesaka-1,ff175770-bc53-11ec-80d8-413450cf975c,81.29751,,,7.28207,,,,,,,085aa85a-4d65-4f8b-b899-09b7715cc6fa,4/15/22,35:48.3,2022-04-14T17:35:48.2604322-07:00,2022-04-15T00:35:48.2604322Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,e899e49b-dcf5-4f75-88cd-a3c84b02b175,54.82026,-121.01737,12.59565,6.82343,-2.87492,-12.92539,-0.47067,0.89597,-6.66393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,4/14/22,36:24.3,"Armendariz, Ramon",3,1,"Lewis, Cory",1000075050,Right,SAN_GAU,"Filia, Marc",1000050036,Right,CSD_TRI,Undefined,1,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.07675,1.921633,-1.336077,1704.779304,3.907727,6:15,6.92041,0.16397,5.39626,-65.04732,-18.90989,-1.40071,3.30183,-1.20509,39.62196,-14.46108,71.96473,-9.866414,-1.585814,0.488875,,,,,,,,,,,,,0.26677,-9.56434,-0.04375,50,7.04641,2.732,-114.69362,1.49968,0.34972,24.34694,-44.71241,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220414-CaesarUyesaka-1,14a00970-bc54-11ec-80d8-413450cf975c,77.10029,,,7.11202,,,,,,,085aa85a-4d65-4f8b-b899-09b7715cc6fa,4/15/22,36:24.3,2022-04-14T17:36:24.3244322-07:00,2022-04-15T00:36:24.3244322Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,aa0d809d-21de-4110-9c4b-a1fb66b19d16,55.10752,-115.77276,12.17347,6.93602,3.48149,-22.3562,-0.1645,2.7165,0.17486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,4/14/22,36:43.7,"Armendariz, Ramon",3,2,"Lewis, Cory",1000075050,Right,SAN_GAU,"Filia, Marc",1000050036,Right,CSD_TRI,Undefined,1,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.88244,-2.226998,-1.520656,2352.656047,191.448504,12:30,6.93307,0.44741,5.90292,-10.29052,24.86698,4.77091,4.0064,-0.56698,48.0768,-6.80376,80.7714,-4.292906,-0.664822,0.426757,,,,,,,,,,,,,-2.90898,13.75402,-0.32777,50,6.7479,3.24475,-130.20457,-5.24384,-4.91303,31.46537,-8.94468,SAN_GAU,CSD_TRI,CaesarUyesaka,D1,BW,20220414-CaesarUyesaka-1,2019f6d0-bc54-11ec-80d8-413450cf975c,88.32302,,,9.11104,,,,,,,085aa85a-4d65-4f8b-b899-09b7715cc6fa,4/15/22,36:43.7,2022-04-14T17:36:43.7465378-07:00,2022-04-15T00:36:43.7465378Z,,v3,,,,"Newman Jr., John",1000093232,Right,SAN_GAU,69657bba-cdf9-4c89-9960-bc175e43b5a1,54.59235,-131.30967,15.73269,6.92655,-4.92969,-4.47234,-0.44475,3.41731,-2.45651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
